,Nit No.,Title,Last Date,Published On
7463,5716,NIQ for Bubble Envelope,19-08-2015,12-08-2015
7464,5321,Three Plasma System,23-03-2015,23-02-2015
7465,5067,A/R & M/O Buildings in Hostel Area (West Campus) during the year 2014-2015. Sub Head : Job Works of up-keeping maintenance services in Hostel Area at IIT Delhi.,24-12-2014,16-12-2014
7466,4728,Upgradation of Hardware and software of Stereo-Zoom Microscope,15-09-2014,01-09-2014
7467,4363,"Supply, installation & integration of ten (10) pH metersâ€ as a part of Equipment for teaching UG Biology Laboratory..Item No. 12",17-06-2014,19-05-2014
7468,4074,Shack.Hartman Sensor along with analysis software,27-02-2014,12-02-2014
7469,3781,Purchase of ab-initio Quantum Mechanical Modeling Software,22-11-2013,06-11-2013
7470,3486,CORRIGENDUM..A/R & M/O Buildings in Academic Area at IIT Delhi,05-08-2013,05-08-2013
7471,3116,Quotations are invited for a High-end Workstation,28-03-2013,14-03-2013
7472,2862,"A.R. and M.O. Central AC plants, packages units, constant temp., cold rooms, refrigerators, water coolers, room,desert coolers at IITD. S. H. Annual servicing and maintenance of Window and Split Type Air-Conditioners installed at various sites at IITD",06-02-2013,24-01-2013
7473,2526,Photoeletrochemical Absorbance and Transmittance Measurement System,16-11-2012,02-11-2012
7474,2187,Specimen Grinder,11-09-2012,23-08-2012
7475,1795,Providing and Fixing E.I. in Renovation work in Civil Engg. Lab. MHPS Block No. IV in Academic area at IIT Delhi.,29-05-2012,15-05-2012
7476,1379,CORRIGENDUM Reference No: NIL  NIQ FOR purchase of machine sets for the UG machines laboratory.,24-02-2012,16-02-2012
7477,990,NIQ FOR Transcript Envelop Laminated.,02-12-2011,25-11-2011
7478,574,"NIQ FOR Minerals,Rocks,Bronton and Clinometer",30-09-2011,12-09-2011
7479,13962,Jacquard based Multi beam 3D weaving machine,03-02-2021,13-01-2021
7480,13697,HF vapor Release Etch set-up,27-08-2020,30-07-2020
7481,13236,Video wall controller,24-02-2020,03-02-2020
7482,12588,Complete protein separation system along with Documentation unit,20-11-2019,30-10-2019
7483,11968,"Name of work- Renovation and addition alteration in various lab faculty rooms, committee rooms and office etc. in academic area at IIT Delhi during 2019-20.",09-08-2019,25-07-2019
7484,11184,Windows Modular Data Acquisition System with Graphical Programming Environment,11-03-2019,18-02-2019
7485,10746,Compact table top Raman spectrometer instrument,27-12-2018,04-12-2018
7486,10184,Ultrasonic Spray pyrolysis unit,04-09-2018,20-08-2018
7487,9532,"AR & MO. Central AC Plants, package unit, constant Temp., Cold room, Refrigerator, water cooler, Desert coolers etc at IIT Delhi. Sub â€“Head: - Providing & fixing of Electrical wiring in Vishwakarma and I.P. Block-II for ROâ€™s and water coolers at IIT Delhi",23-03-2018,16-03-2018
7488,9131,AR MO Building in Boys Hostel Maintenance Area in west campus Area at IIT Delhi. SH Providing and fixing chain link fencing work between Aravali Hostel and Laundromate at IIT Delhi,04-12-2017,24-11-2017
7489,8627,Stainless Steel Cyclone Separator,25-08-2017,10-08-2017
7490,8225,A R and M O E I and fans i/c street light arrangements in residential area.SH  Providing E.I and fans in House No.C-1/A-1 in east campus at IIT Delhi.,31-05-2017,29-05-2017
7491,7762,Job Work for Up-keeping and regular manual cleaning of Nallah (East and West Campus) at IIT Delhi.,27-02-2017,16-02-2017
7492,7309,UV-Vis Spectrophotometer,16-12-2016,25-11-2016
7493,6884,Dry rough vacuum pump,27-09-2016,06-09-2016
7494,6327,Imaging Spectrometer,13-04-2016,23-03-2016
7495,6046,NIQ for Oil Heater,21-12-2015,16-12-2015
7496,5717,NIQ for Yellow Challan Form Student,19-08-2015,12-08-2015
7497,5354,MEMS Design software license,23-03-2015,10-03-2015
7498,5069,"A/R and M/O Public Health services at IIT Delhi during the year of 2014.2015. Sub Head .. Operations of Water Supply System of Running of Tubewells, Pumps, Motors & Accessories.. etc at IIT Delhi.",24-12-2014,16-12-2014
7499,4751,CORRIGENDUM..Procurement of 1.0 Tr. Five Star Rating Energy Efficient Window type Air Conditioners for the offices of the faculty members at IIT Delhi.,15-09-2014,08-09-2014
7500,4364,"Supply, installation and integration of five (05) Water Baths as a part of Equipment for teaching UG Biology Laboratory .. Item No. 13",17-06-2014,19-05-2014
7501,4110,Kjeldahl Apparatus,27-02-2014,19-02-2014
7502,3800,Supply of Tea and Lunch at International Course 3 To 10 December 2013,22-11-2013,12-11-2013
7503,3485,Corrigendum..Name of Work	 :- Construction of temporary room for NMR facility for chemistry department Between block no. V and VI in Academic Area at IIT Delhi,05-08-2013,05-08-2013
7504,3118,CORRIGENDUM..Quotations are invited for a High-end Workstation,28-03-2013,14-03-2013
7505,2896,Purchase of Stationery Items for Administration Block,06-02-2013,01-02-2013
7506,2555,Tender for Tea and Lunch for International course participants from 3-12 December 2012 .approx 60 participants,16-11-2012,08-11-2012
7507,2188,Specimen Grinder,11-09-2012,23-08-2012
7508,1794,Providing underground main L.T. cable connection to 48 Nos. Karamchari Quarters from Sick-bay Sub-Station at IIT Delhi.,28-05-2012,15-05-2012
7509,1305,A.R. & M.O. E.I. and fans in Academic area i/c street light arrangement at IIT Delhi. S.H.:-Replacement of wiring for Machines in MFF (WS -131) IDDC at IIT Delhi.,24-02-2012,02-02-2012
7510,805,NIQ FOR Two-target RF Magnetron sputtering system including optional items and spare parts,30-11-2011,21-10-2011
7511,584,NIQ FOR Digital Pressure/Volume Controller,30-09-2011,14-09-2011
7512,13972,Refilling and maintenance of different type of Fire Extinguishers at ITEC Sonipat.,03-02-2021,20-01-2021
7513,13696,Ultra High Vacuum Low Temperature High-Magnetic Field Scanning Probe Microscope (UHV LT-STM/AFM) for ultra-high resolution imaging and spectroscopy,25-08-2020,28-07-2020
7514,13237,Video Conferencing system,24-02-2020,03-02-2020
7515,12590,BIOSAFETY HOOD,20-11-2019,30-10-2019
7516,11940,15L fermenter with utilities,08-08-2019,18-07-2019
7517,11207,Controller,11-03-2019,20-02-2019
7518,10754,Multichannel Potentiostat/Galvanostat/FRA system,27-12-2018,06-12-2018
7519,10098,Deep Level Transient Spectroscopy (DLTS) system for the characterization of defects in semiconductors,31-08-2018,27-07-2018
7520,9484,Fabrication of GaN MMIC Power Amplifier,22-03-2018,01-03-2018
7521,9037,RAMAN SYSTEM,04-12-2017,03-11-2017
7522,8586,Wide Area Measurement System,25-08-2017,04-08-2017
7523,8129,Energy Sensor with Display Unit,30-05-2017,09-05-2017
7524,7633,DSP Controller Board (5 nos.),24-02-2017,25-01-2017
7525,7344,Ambulatory ECG Holter Monitoring System,16-12-2016,02-12-2016
7526,6888,Cryosystem liquid nitrogen container for cells storage,27-09-2016,06-09-2016
7527,6325,Surface Plasmon Resonance (SPR),13-04-2016,23-03-2016
7528,6050,"N/Work.. A.R and M.O E.I and fans i/c street light arrangements in residential area at IIT Delhi. SH . Replacement of damaged street light cable from barat gahr to security booth (Near D.Block),IV.9/A.3 to IV.9/A.8,Himadri Hostel in east campus at IIT Delhi",21-12-2015,16-12-2015
7529,5690,Purchase of One Desktop High end Computer Workstation,17-08-2015,03-08-2015
7530,5322,Purchase of Potentiostat/Galvanostat with photo-electrochemical set up and accessories,20-03-2015,23-02-2015
7531,5035,ULTRAPURE WATER PURIFICATION SYSTEM,23-12-2014,05-12-2014
7532,4720,Tintometer,15-09-2014,01-09-2014
7533,4365,"Supply, installation and integration of five (05) Mini centrifuges as a part of Equipment for teaching UG Biology Laboratory.. Item No. 14",17-06-2014,19-05-2014
7534,4078,Digitization of theses in the Department Library,27-02-2014,12-02-2014
7535,3785,Purchase of Fiber optic components,22-11-2013,07-11-2013
7536,3450,Construction of temporary room for NMR facility for chemistry department Between block no. V and VI in Academic Area at IIT Delhi.,05-08-2013,26-07-2013
7537,3138,Purchase of two numbers Laser Speed Radar at TRIPP IIT Delhi,28-03-2013,20-03-2013
7538,2805,Digital Storage Oscilloscope,05-02-2013,15-01-2013
7539,2551,Providing and fixing earthing for MS -419 in Ultrafast Optics Research facility Lab of Physics Deptt. in Academic Area at IIT Delhi.,16-11-2012,07-11-2012
7540,2198,Single processor workstations,10-09-2012,24-08-2012
7541,1786,(1) Making of Ramp for handicapped persons in Block No.-II (Mechanical side) First Floor & Second Floor in Academic Area at IIT Delhi. (2) Construction of temporary Rooms for Horticulture unit at IIT Delhi. S.H: - Civil work.,28-05-2012,14-05-2012
7542,1359,Minor Renovation Work in V/151 & V/WS-106 Lab of CES Deptt in academic area at IIT Delhi.,24-02-2012,15-02-2012
7543,806,NIQ FOR High Precision Vacuum compatible micromanipulation stage,30-11-2011,21-10-2011
7544,577,Renovation of Taxila Apartments in Hostel area (West Campus) at  IIT Delhi. S.H. :-Providing and Fixing E.I. & Fans.,30-09-2011,12-09-2011
7545,13995,Customized accessories for concrete testing,03-02-2021,28-01-2021
7546,13707,HPC CPU/GPU NODES,25-08-2020,04-08-2020
7547,13294,High Vacuum Pumping System,24-02-2020,13-02-2020
7548,12592,Upright Trinocular Optical Microscope (02 Numbers),20-11-2019,30-10-2019
7549,11902,"Servo Drive Unit including motor, drive and control panel",07-08-2019,10-07-2019
7550,11251,A.R & M.O. E.I and fans in Academic area i/c street light arrangement at IIT Delhi.  S. Head:- Minor addition & alteration in E.I work beyond the scope of regular maintenance in Academic area at IIT Delhi.,11-03-2019,05-03-2019
7551,10769,VACUUM CHAMBER (STAINLESS STEEL) AS PER DESIGN,27-12-2018,12-12-2018
7552,10193,Making of wooden cup board for keeping students bags in Lab LHC-302 (Physics deptt.) in Academic Area at IIT Delhi . Sub Head:- Civil Work,30-08-2018,21-08-2018
7553,9486,Name of Work-Providing and fixing digital earthing at various location in academic area at IIT Delhi.,22-03-2018,01-03-2018
7554,9066,High temperature furnace for oxidation and doping purposes,04-12-2017,13-11-2017
7555,8637,Software Defined Radio (SDR). Qty: 2 kits (4 transceiver systems),25-08-2017,11-08-2017
7556,8189,Requirement of Material for Central Civil Store at IIT Delhi. (Cement),30-05-2017,22-05-2017
7557,7754,High power co-axial isolator,23-02-2017,15-02-2017
7558,7364,Name of work.. AR and MO Buildings in Academic Area at IIT Delhi. Sub Head.Repair and Maintenance work in Floor of IV.LT-3 for making new Design Innovation Center in Academic Area at IIT Delhi.,16-12-2016,08-12-2016
7559,6889,Spectrofluorimeter,27-09-2016,06-09-2016
7560,6340,To Purchase of Crockery Items for Main Guest House,12-04-2016,31-03-2016
7561,6013,Plasma Cleaning System,18-12-2015,07-12-2015
7562,5686,CCTV Recording Camera,14-08-2015,31-07-2015
7563,5329,Notice Inviting Quotation (NIQ) for the purchase of a Laminar Air Flow/Biosafety Cabinet.,20-03-2015,27-02-2015
7564,5041,Stereo Microscope,23-12-2014,08-12-2014
7565,4719,Consultancy services for enhancing outreach of the Rural Housing Knowledge Network with Panchayat functionaries and State Government Rural Development / Rural Housing Departments,12-09-2014,29-08-2014
7566,4368,"Supply, installation and integration of one (01) Cell disrupting system as a part of Equipment for teaching UG Biology Laboratory..Item No. 15",17-06-2014,19-05-2014
7567,4086,Senozon AG visualization and analysis tool Via and its plugin Aggregator along with MATSim,26-02-2014,13-02-2014
7568,3778,Call for Quotations .. International Exchange Programme Consultancy Firm Hiring,21-11-2013,31-10-2013
7569,3463,A R and M O Buildings in Academic Area at IIT Delhi,05-08-2013,31-07-2013
7570,3113,Purchase of Simulation Software,27-03-2013,13-03-2013
7571,2829,Mcrowave Diathermy Unit,05-02-2013,18-01-2013
7572,2494,Purchase of One in number Power Quality Analyser/Meter,15-11-2012,25-10-2012
7573,2200,Dual processor workstations,10-09-2012,24-08-2012
7574,1790,Creating facilities Lounge in Block No.-II (Mechanical side) open area at top floor in Academic Area at IIT Delhi. S.H: - Civil work.,28-05-2012,14-05-2012
7575,1361,Re-fixing of M.S. wire mesh and providing and fixing temporary shed over electrical panels at different locations in IIT Delhi.,24-02-2012,15-02-2012
7576,862,NIQ FOR Optical Surface Profiler,30-11-2011,03-11-2011
7577,563,"Replacement of existing wiring, switches etc. in Gas Dynamics Lab Room No. IV-I 54, IV-257 and III-159 in Academic area at IIT Delhi.",29-09-2011,09-09-2011
7578,13996,Accessories for concrete testing,03-02-2021,28-01-2021
7579,13708,Industrial 3D Printer,25-08-2020,04-08-2020
7580,13295,Name of work- Renovation and Modification in NRF lab at Block VI Room 427 to 431 in academic area at IIT Delhi.,24-02-2020,13-02-2020
7581,12596,Angular Contact Bearings,20-11-2019,30-10-2019
7582,11889,"Electron Paramagnetic Resonance Spectrometer with X, Q-band, and CW-ENDOR",06-08-2019,09-07-2019
7583,11173,ACSM Service Contract,08-03-2019,15-02-2019
7584,10807,"Renovation of activity room, Staff room, Principal room, Computer room in central school at IIT Delhi.",27-12-2018,20-12-2018
7585,10145,Purchase of NaCl KBr and LiF Monocrystals,30-08-2018,10-08-2018
7586,9481,"Thermal Characterization Instruments (TGA, DSC, DMA)",21-03-2018,28-02-2018
7587,9067,Mini Probe Station for pulse I-V and C-V measurement,04-12-2017,13-11-2017
7588,8674,"N/W: AR & MO E.I and fans i/c street light arrangements in residential area at IIT Delhi.SH:Rewinding / repairing of ceiling fan,exhaust fan & table fan of different sizes in residential area at IIT Delhi.",25-08-2017,21-08-2017
7589,8192,A.R & M.O E.I and fans in Hostel area i/c street light arrangement at IIT Delhi. Sub Head: Providing & fixing E.I for minor addition & alteration in Hostel Area west Side Campus.,30-05-2017,22-05-2017
7590,7693,IPCE Measurement Setup,23-02-2017,02-02-2017
7591,7369,AR and MO E.I. and fans in academic area ic street light arrangement at IIT Delhi.SubHead.. Replacement of existing E.I. tube light and fans in the office of Associate Dean (Academic).,16-12-2016,08-12-2016
7592,6901,NIQ for Purchase of Laptop,26-09-2016,09-09-2016
7593,6339,"To Purchase Oil Heater,Blower Heater & Electric Kettle for Main Guest House",12-04-2016,31-03-2016
7594,5997,514 nm laser and Laser Polarization Kit,18-12-2015,27-11-2015
7595,5692,Dynamic Vision Sensors,14-08-2015,03-08-2015
7596,5330,Solar PV Emulator (NIT ID. 5330 is treated as cancelled please refer to NIT ID. 5338),20-03-2015,27-02-2015
7597,5019,Fabrication of MEMS Components,23-12-2014,02-12-2014
7598,4708,"Rack mountable storage server, Monitor and Upgradation of the existing high performance computer cluster",12-09-2014,28-08-2014
7599,4369,"Supply, installation and integration of one (01) Cold Cabinetâ€ as a part of Equipment for teaching UG Biology Laboratory..Item No. 16",17-06-2014,19-05-2014
7600,4070,Purchase of Video Management Software,26-02-2014,11-02-2014
7601,3782,Cold rolling mill,21-11-2013,06-11-2013
7602,3442,Purchase of Peristaltic Pumps,02-08-2013,18-07-2013
7603,3098,TE Cooled Fiber Optic Spectrometer and Accessories,26-03-2013,11-03-2013
7604,2841,Hytran Water Hammer Software Program (Academic Edition) latest version,05-02-2013,21-01-2013
7605,2515,Quotations required for two ultrapurification water systems,15-11-2012,30-10-2012
7606,2201,Oil free compressor with dehumidifier,10-09-2012,24-08-2012
7607,1796,High Current Power Supply,28-05-2012,15-05-2012
7608,1382,"NIQ FOR Semester Grade Report 80 GSM,2 colour with logo 2 side print,Continuation Sheets.",24-02-2012,17-02-2012
7609,863,NIQ FOR Stylus Type Surface Profiler,30-11-2011,03-11-2011
7610,564,"S/I/T/C of Manually operated Electrical Fire Alarm system in Nilgiri, Karakoram, Aravali, Jawalamukhi, Kumaon, Vindhyachal, Shivalik, Himadri, Kailash Hostel and F.G.H. at IIT Delhi.",29-09-2011,09-09-2011
7611,13943,Chemical Vapour Deposition Setup,29-01-2021,31-12-2020
7612,13710,Name of work- Construction of temporary faculty room between block V and VI in academic area at IIT Delhi.,25-08-2020,04-08-2020
7613,13127,Data Acquisition System for experimental setup,21-02-2020,24-01-2020
7614,12546,D.C BIPOLAR POWER SUPPLY,19-11-2019,22-10-2019
7615,11892,Test Setup and Accessories for 1kW SOFC Stack,06-08-2019,09-07-2019
7616,11175,"Purchase of Polishing wheels, Abrasive cutter, Low speed saw with accessories",08-03-2019,15-02-2019
7617,10748,FRICTION SPINNING MACHINE,26-12-2018,05-12-2018
7618,10134,Inert Atmosphere 2-Port Glove Box System,29-08-2018,08-08-2018
7619,9506,"Supply of Electrical Wire, MCB, Lamp etc.",21-03-2018,07-03-2018
7620,9109,Replacement of old worn out Ductable type Air-Conditioners installed in Ground Floor in School of Bio Science Lab in IITD Delhi.,04-12-2017,21-11-2017
7621,8664,A.R. & M.O. E.I. and fans in academic area i/c street light and arrangement at IIT Delhi. Sub -Head:-Providing and fixing earthing system for high voltage power supply system in TX-134 textile Deptt.,25-08-2017,18-08-2017
7622,8193,Name of work:- Renovation & Repair of dust bin plate forms in the different locations of Campus at IIT Delhi.                                                                                   Sub Head:- Civil Work.,30-05-2017,22-05-2017
7623,7626,CNC 3 AXIS SURFACE AND PROFILE GRINDER,23-02-2017,24-01-2017
7624,7313,Purchase of server motherboard and memory (as upgrade) and Atom processor based laptop,16-12-2016,25-11-2016
7625,6955,CORRIGENDUM..Purchase of Laptop,26-09-2016,26-09-2016
7626,6346,Purchase of High Frequency Dielectric Laminates,11-04-2016,04-04-2016
7627,6015,Purchase of Optical and Optomechanical Components,18-12-2015,07-12-2015
7628,5705,Equip Fabrication for new Ex Methods Lab,14-08-2015,10-08-2015
7629,5333,Purchase cum Rate contract of Laboratory safety items for IIT Delhi,20-03-2015,27-02-2015
7630,5043,"Supply of Charge amplifier for existing accelerometers B and K 4370, 4368, 4366 and 8307 ..one number",23-12-2014,08-12-2014
7631,4717,Supply of Laser Scanner,12-09-2014,29-08-2014
7632,4370,"Supply, installation and integration of one (01) PCR machine as a part of Equipment for teaching UG Biology Laboratory Item No. 17",17-06-2014,19-05-2014
7633,4084,Procurement of DI Water supply unit for Fume hood,26-02-2014,13-02-2014
7634,3804,High End Laptop Cum Tablet,21-11-2013,14-11-2013
7635,3444,UV-Visible Spectrophotometer,02-08-2013,19-07-2013
7636,3107,Blade servers for existing Dell Power Edge M1000E Enclosure,26-03-2013,12-03-2013
7637,2847,Plasma Enhanced Chemical Vapor Deposition system,04-02-2013,22-01-2013
7638,2501,PSA Biogas Enrichment Unit with Portable Platform,14-11-2012,25-10-2012
7639,2209,Temperature Control Circulator System for Syriss Atlas Automated Lab Reactor,10-09-2012,28-08-2012
7640,1808,Machining of Dental Kit Components in Stainless Steel,27-05-2012,18-05-2012
7641,1321,NIQ FOR Rotary Evaporator with Diaphragm Pump.,23-02-2012,07-02-2012
7642,876,NIQ FOR Thin Film Stress Measurement system.,30-11-2011,04-11-2011
7643,558,Purchase of Potentiostat/Galvanostat with FRA & accessories,28-09-2011,08-09-2011
7644,13970,Providing and Fixing Fire Safety Doors in IT School (SIT Building) at IIT Delhi during the year 2020-21.,29-01-2021,19-01-2021
7645,13702,"""Low-noise tunable (Low-RIN) Laser with power supply""",21-08-2020,31-07-2020
7646,13220,Optical/NIR/IR spectrophotometer for absorption and emission,21-02-2020,31-01-2020
7647,12582,Workstation (Quantity: 6 nos.),19-11-2019,29-10-2019
7648,11899,SCIG Wind Turbine Emulator having on-grid/ off-grid operation capability,06-08-2019,10-07-2019
7649,11176,Soil thermal Conductivity Analyzer system.,08-03-2019,15-02-2019
7650,10749,High Pressure reactor,26-12-2018,05-12-2018
7651,10136,2-port Glove box,29-08-2018,08-08-2018
7652,9508,Carbonization Furnace,21-03-2018,07-03-2018
7653,9128,"A/R & M/O Central AC Plant, Package Unit, Constant Temp., Cold Room, Refrigerator, Water Cooler, Desert Cooler etc at IIT Delhi.  Sub Head: - Annual maintenance contract of Reverse Osmosis installed various site at IIT Delhi.",04-12-2017,23-11-2017
7654,8576,Pulse Generator,24-08-2017,03-08-2017
7655,8210,"N/W: A.R & M.O E.I and fans i/c street light arrangements in residential area at IIT Delhi. SH : Painting of existing Steel Tubular Poles,Brackets,Electrical boards and Feeder Pillars at various locations in east campus at IIT Delhi.",30-05-2017,25-05-2017
7656,7691,Vacuum System for Pulsed Laser Deposition,23-02-2017,02-02-2017
7657,7343,Synchronous alternator coupled with DC motor (2 Nos.),15-12-2016,02-12-2016
7658,6939,Notice Inviting Quotation for Publishing of Advertisement,26-09-2016,20-09-2016
7659,6356,Purchase of Automatic Vacuum Forming Machine,11-04-2016,07-04-2016
7660,6041,"N/W..A.R.and.M.O. E.I. and fans in Hostel Area i/c street light arrangement at IIT Delhi. SH.. Rewinding / repairing of ceiling fan, exhaust fan etc. of different sizes in Hostel Area.",18-12-2015,15-12-2015
7661,5698,"A.R. and M.O. DG sets at IIT Delhi SH PF of 800A MCCB at Vishwakarma Bhawan, IIT Delhi.",12-08-2015,05-08-2015
7662,5365,Name of work..A/R and M/O Building in Academic Area at IIT Delhi. Sub Head..Job works of up keeping (Civil Maintenance) in Academic Area at IIT Delhi.,20-03-2015,16-03-2015
7663,5016,Spark Plug Integrated Incylinder Pressure Sensor and Crank Angle Encoder for IC Engines,22-12-2014,01-12-2014
7664,4718,Procurement of Portable Weather Monitor,12-09-2014,29-08-2014
7665,4371,"Supply, installation and integration of one (01) Ice making machine as a part of Equipment for teaching UG Biology Laboratory..Item No. 18",17-06-2014,19-05-2014
7666,4081,IBM ILog CPLEX Optimization Studio,26-02-2014,12-02-2014
7667,3766,CNC MILLING MACHINE IDM Lab.,18-11-2013,28-10-2013
7668,3437,ABSOLUTE PRESSURE SENSOR FOR PRESSURE MEASUREMENT OF INTAKE AND EXHAUST MANIFOLD OF IC ENGINES,01-08-2013,17-07-2013
7669,3112,Conventional EDM,26-03-2013,13-03-2013
7670,2834,"Purchase of Ultra-Sonicator in Dept. of Chemical Engineering, IIT Delhi",04-02-2013,18-01-2013
7671,2502,PSA Biogas Enrichment Unit with Portable Platform,14-11-2012,25-10-2012
7672,2238,Single Processor workstations,10-09-2012,04-09-2012
7673,1784,Motorized High NA On-Axis Zoom Microscope,26-05-2012,14-05-2012
7674,1344,NIQ FOR spindle class rolling element.,23-02-2012,09-02-2012
7675,933,Notice inviting quotations for a Spectrometer.,30-11-2011,16-11-2011
7676,560,NIQ FOR tabletop plasma cleaner,28-09-2011,09-09-2011
7677,13979,Name of work- Construction of Foundation structure & Shed for STP installation at IIT Delhi.  Sub Head-   Civil Works,28-01-2021,21-01-2021
7678,13688,"""Ultra High Molecular Weight Polyethylene (UHMWPE) fiber/fabric.""",21-08-2020,24-07-2020
7679,13223,High Voltage Power Supply,21-02-2020,31-01-2020
7680,12536,Cryogenic Prober,18-11-2019,21-10-2019
7681,11939,Painting work at O.A.T. & R.C.A for convocation and Rendezvous -2019.,05-08-2019,18-07-2019
7682,11177,Simultaneous Thermal Analyzer (TGA/DTA/DSC),08-03-2019,15-02-2019
7683,10751,CW Spectrometer,26-12-2018,05-12-2018
7684,10179,A R and M O E I and fans in hostel area i c street light arrangement at IIT Delhi Sub Head S I T and C of 350watt LED flood light on existing 16Mtr High Mast pole in swimming pool area,28-08-2018,20-08-2018
7685,9526,Sub Head- Round the Clock Manning and Operation of DG sets at IIT Delhi,20-03-2018,15-03-2018
7686,9134,"A/R & M/O Central AC Plant, Package Unit, Constant Temp., Cold Room, Refrigerator, Water Cooler, Desert Cooler etc at IIT Delhi.  Sub Head: - Operation & routine maintenance of Central AC plant of MSB",04-12-2017,24-11-2017
7687,8581,"Rotary vacuum evaporator, vacuum pump and chiller along with accessories",24-08-2017,03-08-2017
7688,8212,Corrigendums : Name of Work :- Removal of Extra Malba from Dumping yard of I.I.T Delhi to M.C.D Dumping yard. Sub Head :- Sanitation Work.,30-05-2017,25-05-2017
7689,7718,DC Programmable Power Supply,23-02-2017,08-02-2017
7690,7299,BUGGY MOBILE ROBOT WITH SOFTWARE,15-12-2016,24-11-2016
7691,6870,Purchase of time-resolved pump-probe spectroscopy system,26-09-2016,05-09-2016
7692,6336,"To Purchase of Crockery Items for Main Guest House (This tender is treated as cancelled, please refer to NIT.6340) on NIT 6336.",10-04-2016,31-03-2016
7693,6010,Purchase of Light Source and related optomechanics,18-12-2015,03-12-2015
7694,5696,Replacement of Compressor and accessories of Ducted AC of Committee room area in School of Biological Science Near Block 1.,11-08-2015,04-08-2015
7695,5375,"N/W..A.R.and.M.O. E.I. and fans in Hostel Area i/c street light arrangement at IIT Delhi. SH.. Rewinding / repairing of ceiling fan, exhaust fan and wall fan of different sizes in Hostel Area.",20-03-2015,17-03-2015
7696,5036,Dual channel low current source measure unit,22-12-2014,05-12-2014
7697,4698,Pure Type II & Ultrapure Type I water purification system,12-09-2014,22-08-2014
7698,4372,"Supply, installation and integration of one (01) Lyophiliser as a part of Equipment for teaching UG Biology Laboratory .. Item No. 19",17-06-2014,19-05-2014
7699,4075,Freezer (-20 degrees C),26-02-2014,12-02-2014
7700,3761,NIQ for sonicator with multiple probes,18-11-2013,25-10-2013
7701,3438,AIR FLOW METER FOR INTERNAL COMBUSTION ENGINES,01-08-2013,17-07-2013
7702,3104,Hybrid Scanning Tunneling Microscope (STM) and Atomic Force Microscope (AFM),26-03-2013,12-03-2013
7703,2842,SPUTTER COATER,04-02-2013,21-01-2013
7704,2517,Desktop Computers,14-11-2012,30-10-2012
7705,2263,A R And M O Building in Academic area during the year 2012  2013. SH Repair renovation of stores of Sports Ground at IIT Delhi.,10-09-2012,05-09-2012
7706,1768,Repair and Maintenance Work in Micromodel Complex,25-05-2012,08-05-2012
7707,1330,"NIQ FOR 13 iMACs.(Computer Services Centre, IIT Delhi)",23-02-2012,08-02-2012
7708,934,Notice inviting quotations  for a UV-VIS-NIR Spectrophotometer,30-11-2011,16-11-2011
7709,561,NIQ FOR programmable spin coater.,28-09-2011,09-09-2011
7710,13949,Multichannel Supercapacitor Test Station,27-01-2021,04-01-2021
7711,13689,"""Protocol and Requirements for Large Animal Trials of Bioresorbable Scaffolds.""",21-08-2020,24-07-2020
7712,13111,Purchase of PVD coating setup for hard coatings on cutting tools,20-02-2020,23-01-2020
7713,12600,"A A/R & M/O D.G. Sets and Central AC Plant at IIT Delhi .                                                                                                           Sub Head: Preventive, Routine & Breakdown Maintenance of various capacity D.G. Sets installed at  IIT Delhi",18-11-2019,31-10-2019
7714,11885,"Online ambient air quality monitoring station (Real Time gaseous analyzers) for SO2, NOx, CO, Ozone, and VOCs in ambient air",02-08-2019,05-07-2019
7715,11231,A.R. & M.O. D.G. set and Central AC Plant at IIT Delhi.   Sub Head: - Servicing and Repairing of Cooling tower of Bharti Building.,08-03-2019,27-02-2019
7716,10766,Purchase of Desktop,26-12-2018,11-12-2018
7717,10125,Frequency Response Analyzer,28-08-2018,07-08-2018
7718,9501,Requirement of Material for Central Civil Store at IIT Delhi. (Plain Glass different sizes),20-03-2018,06-03-2018
7719,9159,N/W: AR & MO E.I and Fans at Vishwakarma Bhawan in west campus at IIT Delhi.SH:Replacement of existing old damaged CFL Fitting with 12 Watt LED Lights at Vishwakarma Bhawan in west campus at IIT Delhi.,04-12-2017,01-12-2017
7720,8582,Freeze Dry System with Tray Dryer (Lyophilizer),24-08-2017,03-08-2017
7721,8161,Residential Area in East Campus at IIT Delhi during the year 2017 2018 Providing and making a footpath for Guest Room back side of Himadri Hostel at IIT Delhi,29-05-2017,17-05-2017
7722,7731,NIQ for Rate Contract for supply of Stationery items.,23-02-2017,09-02-2017
7723,7302,High Pressure Compact Laboratory Reactor System with 600mL Capacity,15-12-2016,24-11-2016
7724,6873,"Software for analysis of clay, limestone, cement, fly ash, slag and  other materials used for cementitious systems",26-09-2016,05-09-2016
7725,6347,CORRIDENDUM - Name of work:- A/R & M/O Sanitation works at IIT Delhi. Sub-Head	:- Fogging operation at IIT Delhi.,08-04-2016,05-04-2016
7726,6005,Name of work	: A.R. & M.O Building in Hostel Area (West Campus) at IIT Delhi during the year 2015-2016. Sub Head : White washing and painting in residences of west campus at IIT Delhi.,17-12-2015,02-12-2015
7727,5667,Wave Gauge and Allied Accessories,11-08-2015,22-07-2015
7728,5338,Solar PV Emulators,20-03-2015,03-03-2015
